"varname","shortdesc","shrtname","longname","version","shrtcite","longcite","url"
"imr_mean_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_mean_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_min_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_sd_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"landarea_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"maincrop_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"mountains_mean_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"petroleum_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"rainseas_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"shrub_gc_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_max_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_mean_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
