Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
2290;Yes;domestic;3000.00;Mauritius;3000.00;2755.00;Concluded (Contract signed);In operation (production);2017-06-15T13:09:51+00:00;Omnicane Agricultural Operations Limited#42780#;3000.00;2009#current#3000.0;2011##2817.0|2015#current#2755.0;2817ha was the area harvested, which changes per year, depending on the weather conditions. The company also cultivates 70ha of potatoes which are sold into the local market.;#current##Biofuels, Food crops, Renewable Energy;;Outright purchase;;2009#current#Concluded (Contract signed);Omnicane was launched in July 2009 through a strategic re-branding of Mon-Trésor-Mon-Désert Ltd, a long established sugar cane group in Mauritius which origins can be traced back to the 1850s.;1999#current#In operation (production);The sugar plantations have a long history.;;;;;;;;;;;Yes;;;Yes;#current#13500.0##;16500ha less 3000ha (company managed plantations);;;;;;;;;;;;;;;;;;;;;Partners in the ethanol part of the company are Alco Group, a Belgian company specialized in the production and distribution of ethanol Europe, HONORE SAS, French company specialized in the design and construction of distilleries, Air Liquide, world leader in the production of carbon dioxide and Renewable Fertilizers Island, a pioneer in the use of CMS for the production of biofertilizer in Mauritius.;42780;Omnicane Agricultural Operations Limited;Mauritius;Private company;http://www.omnicane.com/company;https://opencorporates.com/companies/mu/C405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Potatoes, Sugar Cane;;;;;;;;;;Yes;;Yes;;;;;;;;The bio-ethanol is only for export- this product is mainly for the European market, unless in the meantime, the producer will reach an agreement with the Mauritian authorities for the local market. Potatoes are for the local market.;Yes;Sugar, electricity, biofuel.;;;Yes;;;;;;;;;;;In 2013 the company opened its ethanol plant. Bonsucro certification achieved in November 2019;No;;
2377;Yes;domestic;10000.00;Mozambique;10000.00;0.0;Concluded (Contract signed);In operation (production);;Boror Agrícola, S.A.R.L#36323#;10000.00;2006#current#10000.0;;10,000ha applied for in 2006;#current##Livestock;;;;2006#current#Concluded (Contract signed);Old plantation company;2006#current#In operation (production);Old plantation company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36323;Boror Agrícola, S.A.R.L;Mozambique;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cattle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
2386;Yes;domestic;20000.00;Mozambique;20000.00;0.0;Concluded (Contract signed);None;2020-08-27T09:32:13.448448+00:00;Gaza Safaris Lda#1736#;20000.00;2007#current#20000.0;;Could be 13000ha.;#current##Tourism;Hunting and Game;Lease;;2007#current#Concluded (Contract signed);2 DUATs (= direito de uso e aproveitamento da terra, right to use and develop land);;To be developed from 2012 onwards.;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;36330;Unknown (Gaza Safaris Lda);Mozambique;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
2399;Yes;domestic;914.00;Tanzania;914.00;0.0;Concluded (Contract signed);Project not started;;Oxman Tanzania Ltd#37348#;914.00;#current#914.0;;;#current##Food crops;"For rice cultivation, one source states
Alfalfa production.";Lease;;#current#Concluded (Contract signed);One report states that the land officers did not know about this deal.;#current#Project not started;Oakland Institute states that the company is not growing anything on the land.;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;37348;Oxman Tanzania Ltd;Tanzania;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Alfalfa, Rice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Very little information available on this case.;No;;
2400;Yes;domestic;17500.00;Zambia;0.0;0.0;Failed (Negotiations failed);None;2016-07-22T11:42:15+00:00;Sable Transport Limited#1745#;17500.00;;;;#current#17500.0#Food crops;intended to produce cash crops for export;Lease;;2009##Intended (Under negotiation)|2010#current#Failed (Negotiations failed);Investor took part in Nansanga Farm bloc bid. Concession / Lease was won by other bidder (Case #2401).;;;;;;;;;;;;;Yes;;;Yes;;;;;;;;;;;;;;;;;;;;;;;;1745;Sable Transport Limited;Zambia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Smallholder agriculture|Pastoralism;;Cropland|Shrub land/Grassland (Rangeland)|Marginal land;;;;;;;;;;;;;;Yes;;;;;;;;;;;;;Yes;The company has to pay for irrigation infrastructure.;;;;;;;;;;In the context of a governmental farm block development program that makes farm blocks available through a competitive process. The concept is that government will provide the necessary infrastructure for the farm block, and private investors will then bid on a core venture of several large farms, and many smaller commercial farms/outgrowers. Agro-processing for the farms will be handled by the core venture. Emphasis for this farm block development is strongly put on cash crops for export. Complaint that in fact, in many cases the boundary demarcation of the farm blocks completely ignored former land use. #2401 won the bid.;No;;
3005;Yes;domestic;1035.62;Sierra Leone;1035.62;870.00;Concluded (Oral Agreement);In operation (production);2021-03-25T10:48:58.077067+00:00;Sierra Organic Palm (SOP)#43813#;46000.00;2010-05-14##41582.0|2021#current#1035.62;2013#current#870.0;"Daniel Sesay (Namati) confirmed a size of only 408.62ha (Bureh), 338.8ha (Kashe) and 288.2ha (Macintosh)
diverging information: according to an interview (OI) 43,000 ha + “maybe” seeking more land”; 46,000 ha according to one investor's website;
Size under contract: ""Who is benefitting?"" Sierra Leone Report (2013). Grain report states 80 000 hectares. 
By 2018 possibly 3,843 hectares of palm trees planted (still being confirmed).";2010-05-14#current#41582.0#Agriculture unspecified;Palm oil plantation for comestible oil for local market/for agrofuels and soap;Lease;;2010-05-14##Concluded (Contract signed)|2018-11-05##Failed (Contract cancelled)|2019##Intended (Under negotiation)|2021#current#Concluded (Oral Agreement);the company negotiated its lease directly with chiefs and landowners. After neglecting to pay rental fees to the community, a court order (dated 5th November 2018) ruled in favour of the communities that the investor must hand the land back to the communities and pay $250 000 in unpaid rental fees. Despite the court order, the community remained with their lands cleared and no lease fees. They started looking for a new partner. Since 2019, Sierra Organic Palm has showed interest in leasing part of the concession (previously under production) and have asked NAMATI to draft a land lease agreement.;##In operation (production)|##Project abandoned|2021#current#In operation (production);"The project planned to establish palm oil plantations on 40 000 hectares by 2017. The project has been taken over by Geoff Palm.
After the contract has been cancelled, the community does not know what to do with the large areas of land planted with oil palm. It has engaged with Namati to arrange a new lease with a new lessee, Sierra Organic Palm.";;;;;;2;US Dollar ($);per ha;;"US$2 per hectare per year; 5 per cent of net profit to be paid each year to community development fund. Information from contract.";;;;;;;Yes;8500;;;2012#current#600##;Mostly casual laborers, with no contracts;;;;;;;;;;;;;#Traditional local authority (e.g. Chiefdom council / Chiefs)|Kevin Godlington#Intermediary;Previously Geoff Palm;Kevin Godlington was hired by SLA and made the deal between SLA and the paramount chiefs in 2010. The community claims that he subleased the land to SLA without their knowledge. Sierra Leone Agriculture was a subsidiary CAPARO Renewable Agricultural Developments (Crad-l), UK owned by Baron Swaraj Paul. Now taken over by Siva Group. SIVA Group bough up SLA from Paul, Collins, Betts, Bah for US$5 million. The Holding Company Geoff Palm, held by Broadcourt Investments, a company of the SIVA group (registered in Singapore) concluded the deal. Sierra Organic Palm taken over part of this plantation.;43813;Sierra Organic Palm (SOP);Sierra Leone;Private company;;;Same people as Natural Habitat, Natural Plantings, NedOil: Kevin Godlington with Dutch partners.;;;;Indigenous Peoples traditional or customary rights recognized by government;;Not consulted;"Some reports state free prior and informed consent, others state not consulted. Generally recongnised that Chiefs signed the land leases without fully understanding what they were signing. ""SLA negotiated directly with local chiefs, therefore bypassing the national government (and its regulations) and neither landowners nor local people had copies of the lease. In several cases, community leaders thought they were signing receipts for Christmas gifts when they were in fact signing documents giving their lands away""";Rejection;;;;Yes;32174;;;;;;;Displacement;;Local people claim to have been assured that five percent of profits from the plantation will be paid to landowners;;Health|Education|Financial support;"the company announced the creation of 3,000 to 5,000 jobs; The SLA director claims that 5 % of its profits (which he estimates could eventually amount to USD 10 to 40 million) will go directly into the Bureh Masseh Chiefdom Fund. Local people claim to have been assured that five percent of profits from the plantation will be paid to landowners, and that they had also been promised schools, health centers, wells and scholarships for schoolchildren. Yet, without an agreement with the government, an ESHIA, or any government oversight, there are no guarantees that the company will fulfill any of its promises.";;"the company announced the creation of 3,000 to 5,000 jobs; The SLA director claims that 5 % of its profits (which he estimates could eventually amount to USD 10 to 40 million) will go directly into the Bureh Masseh Chiefdom Fund. Local people claim to have been assured that five percent of profits from the plantation will be paid to landowners, and that they had also been promised schools, health centers, wells and scholarships for schoolchildren. Yet, without an agreement with the government, an ESHIA, or any government oversight, there are no guarantees that the company will fulfill any of its promises. It is not clear whether these benefits have materialized or to what extent.";The community along with NGOs such as Namati helped to bring the case to court over three years of unpaid rental fees. As a result, the court ruled in favour of the communities and the investor was ordered to hand the land back and pay unpaid rental fees. Furthermore, an injunction was granted restricting the company from any dealings on the land, from entering the land, or from moving any assets out of Sierra Leone. A bailiff was tasked to sell the assets of the company to reimburse the workers and the land-owners. It seems however that due to errors or malpractices between the bailiff and land-owners committee of the three chiefdoms, the money never reached the intended beneficiaries.;Community;;Smallholder agriculture;;Cropland|Forest land|Shrub land/Grassland (Rangeland)|Marginal land;;#current####Oil Palm;;;;;;;;;;Yes;;;;;;;;;;according to one of the investors the purpose is to establish palm oil plantations to produce palm oil for the local market. Estimated outputs are 85,000 cubic metres ethanol per year , which results in 15 megawatt (MW) electricity for national grid.;;;;;;;;;;;;;;;Actual workforce: as of October 2012, 600 workers, mostly casual, earning 350,000 leones (Le) per month to clear the land, without contracts and reportedly no women;The project has been sold to Geoff Palm - Siva subsidiary-  by CAPARO- the original investor.;No;;
3013;Yes;domestic;30000.00;Sierra Leone;0.0;0.0;Intended (Under negotiation);None;2016-11-18T08:10:09+00:00;Sub Sahara Biofuels (S.L.) Limited#36347#;30000.00;;;inlcuding small holder land;#current##Biofuels, Food crops, Renewable Energy;Sugar and ethanol mill;;;2011#current#Intended (Under negotiation);Seeking operational and financial partner. No new information on this project. It could be failed. ;;;;;;;;;;;;;Yes;;;Yes;;;;;;;;;;;;;;;;;;;;;;;;36347;Sub Sahara Biofuels (S.L.) Limited;Sierra Leone;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;Other;Works with local communities;;;;;;;;;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;Yes;ETH (Ethanol production);;;;;;;;;;;;;;The company seeks operational and financial partners to develop large-scale sugar and ethanol mill. No new information on this project. It could be failed. ;No;;
3084;Yes;domestic;1500.00;Angola;1500.00;0.0;Concluded (Contract signed);In operation (production);2016-05-24T11:23:08+00:00;Ministry of Agriculture and Rural Development#36783#;1500.00;#current#1500.0;;;#current##Food crops;;Lease;;#current#Concluded (Contract signed);;2014#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;Yes;;30;;;30 Chinese citizens;Yes;;270;;; 270 Angolans;; Long rice farm project;"Managed by Gesterra company (Angolan) 
";36783;Ministry of Agriculture and Rural Development;Angola;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Originally reported as a project of CAMC Engineering. However all sources of this lead back to one data source (Macuhub). It is not clear whether CAMC Engineering ever had an intention and failed or whether the company never had an intention to acquire the land. ;;;;;#current####Rice;;;;;;;;;;Yes;100.0;;;;;;;;;;Yes;"Rice mill

";;;Yes;;Surface water;Longa River;;;;;;;;Originally reported as a project of CAMC Engineering. However all sources of this lead back to one data source (Macuhub). It is not clear whether CAMC Engineering ever had an intention and failed or whether the company never had an intention to acquire the land. Land is now linked to the Ministry of Agriculture and Rural Development and managed by Gesterra company. Project is financed by the Angolan government, through a credit line of the Chinese Development Bank.;No;;
3102;Yes;domestic;12474.00;Nigeria;12474.00;10057.00;Concluded (Contract signed);In operation (production);2016-03-07T13:02:30+00:00;Ondo State Government#1820#|Estaport Farms Ltd#1828#;12474.00;1987#current#12474.0;#current#10057.0;;#current##Agriculture unspecified;;;;1987#current#Concluded (Contract signed);;1968#current#In operation (production);Okitipupa Oil Palm Plc began as a project, the brain child among the World Bank, the Federal Government of Nigeria and the then Western State Government of Nigeria in 1968. Currently stock-exchange listed company.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36403;Okitipupa Oil Palm Plc;Nigeria;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Oil Palm;;;;;;;;;;;;;;;;;;;;;Yes;Production of palm oil and palm kernel;;;;;;;;;;;;;;;No;;
3106;Yes;domestic;2300.00;Colombia;2300.00;0.00;Concluded (Contract signed);Project abandoned;2016-02-25T21:40:09+00:00;GPC Group#37794#;;#current#2300.0;2018-06-27#current#0.0;According to an institutional video, the project comprehends 2300 hectares that were bought in 2003 by the company. With respect to the land in operation, it seems that the company sowed 1200 hectares of the project (Source 8). In an official document defining areas in which large agribusiness are to be fostered, it is mentioned that by 2018 the project was inactive (Source 13). Nevertheless, satellite imagery shows cassava fields in the properties.;#current##Biofuels, Non-food agricultural commodities, Agriculture unspecified;The goal of the investment is to generate bioethanol from Bitter cassava. Along with the production of the Biofuels, the residuals of the process might be used for animal feed and starch (Source 2);Outright purchase;Company owns the land (Sources 2 and 6);2003#current#Concluded (Contract signed);;2018-06-27#current#Project abandoned;According to an official document (source 13), the project was abandoned. Nevertheless in a Blog (Source 8) is stated that the project planted 1200 hectares of cassava and the fields are observable with satellite pictures. The date of the imagery is unknown;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;Yes;;;;2009-12-01#current#150##;According to an institutional video (Source 10), the company had eployed 150 people, most of them nationals. In a blog is stated that the company will generate 40 direct jobs for the plant and 400 indirect jobs. The amount from the video was taken because it might be more reliable;;Proyecto Cantaclaro;In official documents (Environmental licenses - Source 11), Sumprocol appears as the company managing the Hacienda Cantaclaro. In the website of GPC Group Sumprocol appears as a subsidiary of the latest.;40891;Sumprocol SA;Colombia;Private company;http://www.gpc.com.co/index.php/nuestras-empresas2/10-sumprocol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010##1200.0###Cassava (Maniok), Corn (Maize), Sorghum, Soya Beans|#current##45.0##Cassava (Maniok);The crop yield according to the institutional video is of 45 Ton/Ha with three varieties developed together with the International Center for International Agriculture. In source 8 is stated that the yield is expected to be of 30 Ton/Ha;;;;;;;;;Yes;;;;;;;;;;The principal crop is cassava to produce ethanol. They also pretend to produce animal feed and starch from the residual.;Yes;In 2007 they started the construction of a ethanol distillery. (Source 10);Ethanol distillery was under construction in 2007;;;;;;;;;;;;;This deal relates to an investment realized by a group, which previously related to the Oil Energy sector. After some time the company has extended its working areas to biofuels, import of luxury vehicles and others. In 2003 they started a project in Puerto López, Meta, in companion of the CIAT for the development of a variety of cassava able to generate biofuels. This was never done in the country. They decided to implement a variety of cassava that is not ideal for human consumption, therefore reducing risks for food insecurity. It seems that the project has planted 1200 hectares of land, out of 2300 at their disposal. Nevertheless, an official document implies that the project was abandoned by 2018. The holdings considered for this project are located in an area that is supposed to be used to foster large scale commercial farms, according to Law 1776, or also known as Zidres.;No;;
3109;Yes;domestic;11226.00;Colombia;11226.00;6552.00;Concluded (Contract signed);In operation (production);2019-02-27T10:45:06.531925+00:00;Poligrow Research + Green Oils#40926#;;2017#current#11226.0;2007#current#6552.0;This information was obtained from Source 19, an own report of Poligrow to obtain the RSPO certification. Nevertheless, comparing the information obtained with information from media reports, company sources and the reports for the RSPO, the polygons above show that the company might have possession of 28951. This information has not been corroborated on site.;2013#current##Biofuels;"The company invested USD 6302000 for the project. They intended to enter the oil palm market with plantations and developing a mill in the area. In an interview to Carlo Vigna Taglianti done by the online portal ""VerdadAbierta"", the company has invested between 20 and 25 millions of US dollars.

Source 10";Outright purchase;"Poligrow has tried to acquire several land holdings in Colombia. Some of them have been acquired directly by Poligrow Colombia Ltda and others belong to ITA Aceites Vegetales (same legal representative) and Sociedad Mesa Cárdenas & Garcés SAS. The purchase process for the Hacienda Santa Ana (70000 hectares) has been demanded due to an inconsistency of the land rights. More details below

Source 7";2008-10-31##Failed (Contract cancelled)|2009-01#current#Concluded (Contract signed);"This date refers to the Santa Ana purchase. The validity of this contract is under investigation because the company bought it in an special manner. Although this plot belongs to the state or the family Aljure (it is uncertain), the company offered some money to a few members of the family in exchange of the land. They were supposed to pay COP 50 Million for the contract, COP 320 Million when the farm is given and the rest (COP 3780 Million) as the farm is transferred from the members. Be aware that in spanish Billion is different to English. This means that the company was buying State land, which is prohibited by Colombian legislation.

Macondo I and Macondo II were bought in January 2009 for USD 1306276

Macondo III was acquired for USD 326354 in July of 2008

Source 5
Source 7";2017#current#In operation (production);;2300;Colombian Peso ($);per ha;;"The plot known as Barandales was bought for COP 2300 per Hectare. The plot known as Hacienda Santa Ana was supposed to be bought for USD 25 per hectare.

Macondo I and Macondo II were bought in January 2009 for USD 1306276

Macondo III was acquired for USD 326354 in July of 2008

Source 6
Source 7";;;;;;No;;;;;;Yes;;;;#current#500##;"Taken from the company website. No clear by what time this number corresponds. According to some workers interviewed in source 7, the company was having mostly outsourced labor, which was against the indications of the International Labor Organization. This means that the company was not paying for social security services. Additionally, the workers were having problems having access to medical care and pensions were not guaranteed by their direct employer (a form known as Cooperativa de Trabajo Asociado, common in the Oil Palm Industry in Colombia).

It seems that a fraction of the workers are migrant labor, although Colombia. Some interviewees argue that they come for one month and don't come anymore because of the work conditions.

In a letter from the RSPO to the manager of the company, they indicate that there are some issues with safety at the work place, that employment opportunities might be favoring some communities and not others, wages are too low, there are payment delays, there is a lack of protective equipment and healthcare is inadequate.

Source 14
Source 7
Source 18";;;;;;;;;;;;;;;For more details on the investor tree see https://lasillavacia.com/historia/la-marana-de-tierras-y-empresas-de-poligrow-50391 (Source 13);36409;Unknown (Poligrow, in Colombia, 36409);Colombia;Private company;;;Given that the investor tree of Poligrow in Colombia and in other countries, the operating company is describes as unknown, although ITA Aceites Vegetales, Mesa Cárdenas & Garcés SAS and Poligrow Colombia Ltda are the operating companies in Colombia.;;Jiw#Sikuani#;"The company is holding land in ancestral places for the indigenous communities. Although the Ministry of Interior declared that in the area of the project there was not existence of indigenous communities, it indeed indicated that they were 6.5 Kms awar from the area of influence. The company is impeding their access and activities for their survival such as hunting others.

Source 7
Source 9
Source 15
Source 17
Source 18";;;Not consulted;"According to a letter from the RSPO to Mr Vigna, there were not appropriate previous consultations about the project with the indigenous communities.

Source 18";Rejection;"The indigenous communities have led several demonstrations to have access the a sacred lake for them, which they cannot visit anymore because it is in the land holdings of the company

Source 9";Yes;"There is a high degree of land informality in the area where the company is operating. Additionally, there has always been presence of armed groups in the area and some of them are threatening environmental, land right activists and some peasants to sell their lands. Furthermore, the company was recognized for the government of Colombia as being one of the companies accumulating irregularly land that was intended for landless peasants. Something that is prohibited by law 160 of 1994.

One of their plots, Macondo, was sold in 2002 for COP 30 Million due to the conflict. It was bought by Poligrow for COP 4000 Million. After some time, the previous owner of the land was claiming for it because he never agreed to sell it. Due to the hard conflict in this area he had to leave. The government developed a law in 2008 in which no abandoned land could be transferred in those areas without the approval of the municipality council, which happened in 2008. It seems that there was corruption involved. Some witnesses argue that in the area is impossible to buy land without the paramilitary groups knowing about that and that paramilitary groups are threatening land right activists.

Only in Mapiripán, from 1997 until 2007, 12812 people were displaced (not necessarily because of Poligrow), which means deep roots of the conflict in this area. This number might be underestimated, since not all displaced made the proper registration.

Source 7
Source 8
Source 10";;;;;;;;;Environmental degradation|Socio-economic|Cultural loss|Violence;As previously mentioned, some workers and land right activists are being threaten. Respective cultural loss, the indigenous communities cannot enter their sacred areas anymore. Additionally, they might have food security shocks because they lost an area for their hunting and food collection. Not forgetting the possible conflicts between ethniasdue to the possible favoring of one of them by the company;;;;;Education|Roads|Financial support;"The company is supporting some inhabitants with microcredits. It also invested in energy infrastructure that allowed the urban area to have electricity for 24 hours a day. Additionally, they are offering some scholarships to the best students of the secondary school.

Source 4
Source 14";"Peace Brigades International and Comisión Intereclesial de Justicia y Paz

Source 9
Source 7";State|Private (large-scale farm);Source 7 - Used mostly for livestock;Hunting/Gathering|Conservation|Other;Used previously for livestock ranches;Forest land|Shrub land/Grassland (Rangeland)|Marginal land;;2015-05##7000.0###Jatropha, Oil Palm|#current##9465.0##Oil Palm;Source 19;;;;;#current#9107.0#Oil Palm;The land holdings known as Yamú and Bogante are used for their Strategic Alliances (sort of Contract farming). Nevertheless, the owners of those properties have Carlo Vigna as the legal representative, who is the same representative for Poligrow Colombia Ltda;;;Yes;;Yes;;;;;;;;;Yes;The company only has an extraction mill;Extraction mill;;Yes;"The company asserts that it will try to use rainfall for its water demand and will ask for permissions for water extraction to the environmental authority. Nevertheless, the company was sanctioned by Cormacarena (Environment authority) and had to pay a fine. Furthermore the water permissions were suspended. The company has tried to collect water by constructing an illegal dike.

Source 11
Source 16
Source 18";Surface water|River;;;;;;;;;"This deal relate to the acquisition of approximately 12000 hectares by the company Poligrow. This number might be way too low, though, since the company had an agreement to purchase 70000 hectares of state land, after several smallholders apply for land allocations. This is prohibited by the law 160 of 1994, which means that Poligrow might be acting against the Colombian law. The company is currently in the production phase and has planted almost 7000 hectares of oil palm, although it also has Jatrofa fields. This company has been extremely controversial in Colombia because of the irregular accumulation of land it pretends to do. Additionally, it is located in a municipality where the conflict has been extremely constant and suffered in 1997 one of the worst massacres in Colombian history, done by paramilitary groups.

Some of the plots that Poligrow acquired are under legal processes because they were left abandoned, and for this to be allowed, a municipal committee had to agree on that; it seems that this approval was given under cases of corruption (the mayor by these time is in jail for this). Additionally, land right and environmental activists, as well as workers of the company are being threaten by armed groups in the zone. Interviewees mention that it is strange that the legal representative of the company can move freely in this area, will every citizen has to be aware of the presence of these armed groups.

The investor tree (see section above) signals that the company might have been creating fictional companies to have access to more land, which in theory is not illegal, but highly unethical, according to some congressmen in Colombia.

Another critical point of this deal is the way it affects indigenous communities in the area. The Jiw and the Sikuani ethnic groups are not being allowed to their ancestral sites. Additionally, the hunting and gathering which is now prohibited in the areas of the company might put them under food constraints. Nevertheless, the government, by the Ministry of Interior, asserted that in the project's area of influence there were no Indigenous groups, although they were 6.5 Kms away. Legally, this means that the company is not obliged to make previous consultations.";No;;
