Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
670;Coordinates;Gujarat, Dahej;21.73085,72.56091;;;"Dahej SEZ is located in Vagra Talulka of western part of Bharuch District, Gujarat, India
Coordinates: 21.730855, 72.560906"
672;Coordinates;Ahmedabad;22.46167,72.15694;;;"Gujarat, Ahmedabad, locations: Moujhe Haripura, Dhandhuka; Coordinates extracted from Google Maps"
673;Coordinates;Gujarat, Jamnagar;22.46667,70.06667;;;"Gujarat, Jamnagar
Coordinates: 22.466667, 70.066667"
675;Coordinates;Gujarat, Ahmedabad, location: Rajoda;22.86985,72.38892;;;"Gujarat, Ahmedabad, location: Rajoda
Coordinates: 22.869848657005296, 72.388916015625"
677;Coordinates;Gujarat, Bharuch, location: Jambusar;22.05,72.8;;;"Gujarat, Bharuch, location: Jambusar
Coordinates: 22.05, 72.8"
678;Coordinates;Karnataka, Mangalore;12.91414,74.85596;;;"Karnataka, Mangalore
Coordinates: 12.914142, 74.855957"
679;Administrative region;Kadechur, Karnataka, India;16.51716,77.3267;;;"Karnataka, Hassan
Coordinates: 13.0072, 76.094543"
679;Administrative region;Yadgir, Karnataka, India;16.7667,77.1333;;;Badihala village
680;Administrative region;Padubidri, Karnataka 574111, India;13.13838,74.77084;;;"Karnataka, Mangalore, near the port
Coordinates: 12.926184722549516, 74.81406211853027"
682;Coordinates;Maharashtra, Amravati, location: Nandgaon Peth;16.38541,73.69188;;;"Maharashtra, Amravati, location: Nandgaon Peth
Coordinates: 16.385412, 73.691881"
683;Coordinates;Maharashtra, Nagpur, location: Butibori;20.93362,79.00234;;;"Maharashtra, Nagpur, location: Butibori
Coordinates: 20.933617, 79.002342"
684;Administrative region;Latur, Maharashtra, India;18.4,76.5833;;;"Maharashtra, Yavatmal
Coordinates: 20.38662992935072, 78.12034606933594"
687;Coordinates;Maharashtra, Mumbai, location: 169, Aarey Milk Colony, Goregaon East;19.14833,72.88167;;;"Maharashtra, Mumbai, location: 169, Aarey Milk Colony, Goregaon East
Coordinates: 19.148330420454105, 72.88166999816895"
688;Coordinates;Maharashtra, Ratnagiri, location: Lote Parshuram;17.59952,73.48755;;;"Maharashtra, Ratnagiri, location: Lote Parshuram
Coordinates: 17.599521119023215, 73.487548828125"
690;Coordinates;Maharashtra, Pune, location: Khed;18.85496,73.88838;;;"Maharashtra, Pune, location: Khed
Coordinates: 18.854960163049142, 73.88837814331055"
691;Coordinates;Maharashtra, Ratnagiri, location: Kunbiwadi;17.28259,73.20871;;;"Maharashtra, Ratnagiri, location: Kunbiwadi
Coordinates: 17.282586, 73.208709"
692;Coordinates;Maharashtra, Raigad;18.51559,73.18199;;;"Maharashtra, Raigad
Coordinates: 18.51558627012285, 73.18199157714844"
693;Coordinates;Maharashtra, Mumbai, location: Navi Mumbai;18.90081,72.97999;;;"Maharashtra, Mumbai, location: Navi Mumbai
Coordinates: 18.900805398921133, 72.97998905181885"
694;Administrative region;Chennai, Tamil Nadu, India;13.05241,80.25082;;;"Tamil Nadu, Kancheepuram, location: Mahindra World City, Chengalpattu
Coordinates: 12.723405172327517, 80.01428604125977"
695;Coordinates;Tamil Nadu, Tirunelvel, location: Nanguneri;8.49177,77.65802;AMRL SEZ;;"Tamil Nadu, Tirunelvel, location: Nanguneri
Coordinates: 8.491767, 77.658021"
696;Coordinates;Tamil Nadu, Tiruvallur, location: Ennore;13.20652,80.31852;Ennore SEZ;;"Tamil Nadu, Tiruvallur, location: Ennore
Coordinates: 13.20652, 80.318525"
697;Coordinates;Tamil Nadu, Perambular;11.2322,78.8833;;;"Tamil Nadu, Perambular
Coordinates: 11.232202165557737, 78.8832950592041"
699;Coordinates;Uttaranchal, Sitarganj;28.92514,79.70042;;;"Uttaranchal, Sitarganj
Coordinates: 28.925141, 79.700416"
700;Administrative region;Neuquén, Argentina;-38.95244,-68.06414;;;Neuquén
701;Administrative region;San Pedro, Misiones Province, Argentina;-26.63086,-54.11316;;;municipio de San Pedro
703;Administrative region;A. Ibarra, Santiago del Estero, Argentina;-27.79594,-64.24266;;;Ibarra (Santiago del Estero)
750;Administrative region;State of Pará, Brazil;-1.99813,-54.93062;;;
765;Administrative region;Santarém, Pará, Brazil;-2.81258,-55.53919;;;
793;Administrative region;Región de la Araucanía, Chile;-38.94892,-72.33111;;;Araucania
798;Administrative region;Picún Leufú, Neuquen, Argentina;-39.51822,-69.28947;;;Comunidad Huenctru Trawel Leufu (ciudad Picun Leufu)
802;Coordinates;Las Pavas, Buenos Aires, El Peñón, Bolívar, Colombia;8.7748,-73.9284;Las Pavas;;"The shapefile represents two properties that were acquired in 2007 by the Consorcio El Labrador. The polygon on the rights represents the plot known as Hacienda Las Pavas and the one on the left side is ""Peñaloza"". The first one has 1495 hectares (information from cadastre) and Peñaloza has 198 hectares. It was impossible to determine the location of the landholdings known as ""Si Dios Quiere"" and ""No te canses"", because in the department of Bolívar there are several properties with those names and none is similar to the size described on the sources.

Cadastre id numbers:
Hacienda Las Pavas: 132680002000000010110000000000
Peñaloza: 136670000000000030400000000000"
802;Approximate location;San Martín de Loba, Bolívar, Colombia;8.94088,-74.03787;SI DIOS QUIERE;Paraje de Lázaro, corregimiento de Playitas, Municipio de San Martin de Loba en el Departamento de Bolívar;"Location Description from source # 9
Size: 42 Has"
802;Approximate location;San Martín de Loba, Bolívar, Colombia;8.94088,-74.03787;NO TE CANSES;Paraje Papayal, Corregimiento Papayal, Municipio San Martín De Loba en el Departamento de Bolívar;"Description from Source 9
Size of the holding: 473 Has"
803;Coordinates;San Jacinto;9.8145,-74.9656;Cuba;;"There are two facilities closely related to this case. They are known as ""Barcelona"" and ""Cuba"". In the shapefile, the first one was subdivided in several units of around 20 hectares each. The one on the right, Cuba, has an extension of 1010 hectares. These lands were, presumably, illegally acquired by former senator Otto Bula, who is now in Prison. The landholding in between known as ""El Encanto"" presents vasts extensions of deforestation for commercial forest plantations. It is unsure whether this last one also belongs to this corporation. The extension of the polygons is 1942 hectares approximately. These polygons represent a minimal part of the area in hands of the companies that are linked to the ""Corporación Amigos de Los Montes de María""

Cadastre Id Number: Cuba - 136540000000000030136000000000
Barcelona (Just one): 136540000000000020246000000000"
806;Coordinates;Riosucio, Chocó, Colombia;7.2697,-76.8394;Collective land title of afrocolombian Communities of the basins of the rivers Curvaradó and Jiguamiandó;;This polygon covers the basins of both rivers Curvaradó and Jiguamiandó in the Chocó State of Colombia. It was allocated to those communities on November 22nd of 2000, as stated in the resolution 2809 of the Instituto Colombiano de Reforma Agraria. It is possible that the land allocated is larger, but the land use change is basically happening in this polygon. Source: http://www.consejodeestado.gov.co/documentos/boletines/147/S3/11001-03-26-000-2007-00083-00(34911).pdf (Consejo de Estado). Size of the polygon is 28991 hectares, it cannot be confirmed that all of them belong to the company. It represents some private and collective (from afrocolombian) properties. There are ongoing legal process. In this polygons are the properties mentioned in the Report Nr 54 of the Court of Supreme Justice: Collective land title of afrocolombian Communities of the basins of the rivers Curvaradó and Jiguamiandó, El Tesoro, La Nevera, Las Palmitas, No hay como Dios and Santa Teotista
807;Coordinates;Ovejas, Ovejas, Sucre, Colombia;8.6486,-74.7723;La Europa;;"The polygon shows, according to cadastre data, all the holdings located in the Municipality of Sucre in the State of Sucre with the name ""La Europa"". It seems that, the once as a unit Finca Europa, has been turned into smaller fragments. This was usually done to obtain more credits from the governments and subsidies for irrigation districts. Although satellite pictures show a clear oil palm plantation, the cadastre georreferenced holdings are not continuous. The land size, according to cadastre data is around 800 hectares. This might have small georrefentiation problems and the lack of some fragments, therefore, the smaller size."
834;Administrative region;Sayaxché, Guatemala;16.52591,-90.18931;;;"Tecún Umán (San Marcos); Coatepeque, (Quetzaltenango); Tiquisate y La Gomera (Escuintla); Sayaxche (Petén)"
835;Administrative region;Mariscos y Estor, Izabal, Guatemala;15.35187,-89.28634;;;"Izabal, Mariscos y El Estor
Coordinates: 15.3518694082213, -89.2863375766628"
837;Administrative region;Sayaxché, Guatemala;16.52591,-90.18931;;;" (Petén), Sayaxche
Coordinates: 16.325222, -90.210102"
838;Administrative region;Fray Bartolomé de las Casas, Guatemala;15.80697,-89.86103;;;"(Alta Verapaz), Fray Bartolomé de Las Casas y Chahal 
"
839;Coordinates; (Petén), Sayaxche;16.32522,-90.2101;;;" (Petén), Sayaxche
Coordinates: 16.325222, -90.210102"
861;Administrative region;Mazapil, ZAC, México;24.63787,-101.5532;;;Munucipio Mazapil, Zacatecas
885;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
886;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
887;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
889;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
890;Administrative region;Ancash, Perú;-9.32505,-77.56194;;;Ancash (Valle del Santa)
891;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
895;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad (Ascope)
897;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad (Ascope)
898;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad
899;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
900;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad
901;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
902;Administrative region;Barranquita, Perú;-6.17541,-76.89443;;;San Martín, Barranquita
904;Administrative region;Yurimaguas, Peru;-5.90606,-76.12203;;;Yurimaguas, Loreto
906;Administrative region;Valle de Piura;-5.2,-80.63333;;;Valle de Piura
907;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
909;Administrative region;Huacho, Perú;-11.12407,-77.60206;;;Lima (Huacho)
910;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
911;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
928;Administrative region;Tacuarembo, Uruguay;-31.73333,-55.98333;;;Tacuarembó in the North Central region of Uruguay
950;Administrative region;Pleven, Bulgaria;43.41704,24.60668;;;
950;Administrative region;Yambol, Bulgaria;42.4842,26.5035;;;
950;Administrative region;3800 Kula, Bulgaria;43.88974,22.51932;;;
950;Administrative region;5900 Levski, Bulgaria;43.36145,25.1431;;;
950;Administrative region;3840 Boynitsa, Bulgaria;43.95758,22.53251;;;
950;Administrative region;Varna, Bulgaria;43.20467,27.91054;;;
980;Administrative region;Buzău, Romania;45.14806,26.82334;;;Near Buzau.
993;Administrative region;Penza, Penza Oblast, Russia;53.19398,45.01212;;;
1000;Administrative region;Lipetsk, Lipetsk Oblast, Russia;52.6122,39.59812;;;Lipetsk 
1012;Administrative region;Penza, Penza Oblast, Russia;53.2,45.01667;;;
1012;Administrative region;Kursk, Kursk Oblast, Russia;51.7092,36.15622;;;
1012;Administrative region;Kaliningrad, Kaliningrad Oblast, Russia;54.71667,20.51667;;;
1012;Administrative region;Kalmykia, Russia;46.56768,45.77316;;;
1012;Administrative region;Stavropol, Stavropol Krai, Russia;45.05,41.96667;;;
1013;Administrative region;Altay, Russia;50.61819,86.21993;;;
1013;Administrative region;Krasnoyarsk, Krasnoyarsk Krai, Russia;56.01275,92.92236;;;
1013;Administrative region;Omsk, Omsk Oblast, Russia;54.96667,73.38333;;;
1013;Administrative region;Novosibirsk, Novosibirsk Oblast, Russia;55.01667,82.93333;;;
1013;Administrative region;Kemerovo, Kemerovo Oblast, Russia;55.33333,86.06667;;;
1038;Administrative region;Kirovohrad, Kirovohrads'ka oblast, Ukraine;48.50793,32.26232;;;
1038;Administrative region;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46.97503,31.99458;;;
1038;Administrative region;Chernihiv, Chernihivs'ka oblast, Ukraine;51.4982,31.28935;;;
1040;Administrative region;Vinnytsia, Vinnyts'ka oblast, Ukraine;49.23308,28.46822;;;
1040;Administrative region;Kirovohrad, Kirovohrads'ka oblast, Ukraine;48.50793,32.26232;;;
1040;Administrative region;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46.97503,31.99458;;;
1040;Administrative region;Kiev, Ukraine, 02000;50.4501,30.5234;;;
1040;Administrative region;Chernihiv, Chernihivs'ka oblast, Ukraine;51.4982,31.28935;;;
1040;Administrative region;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48.46472,35.04618;;;
1055;Administrative region;Puerto Deseado, Santa Cruz Province, Argentina;-47.75156,-65.90138;;;Santa Cruz, Fundo 8 de Julio and Fundo Ea. Del Carmen
1056;Administrative region;Rancul, La Pampa Province, Argentina;-35.06796,-64.68397;;;"La Pampa, La esperanza
Coordinates: -35.6840279998696, -64.7388780000503"
1057;Coordinates;Rancul, La Pampa Province, Argentina;-35.65862,-64.7357;;;"La Pampa, Invierno
Coordinates: -35.658624, -64.7357

Spatial data derived from the Mapathon 2020."
1058;Coordinates;Trenel, La Pampa Province, Argentina;-35.64049,-64.21242;;;"La Pampa, El tigre
Coordinates: -35.6404861111111, -64.2124194444444

Spatial data derived from the Mapathon 2020."
1059;Coordinates;Concepción del Uruguay, Entre Rios, Argentina;-32.2765,-58.62992;;;"Entre Ríos, San Pedro
Coordinates: -32.2765, -58.6299166666667"
1060;Administrative region;Joaquín V. González, Salta Province, Argentina;-25.11728,-64.12473;;;Salta Forestal
1061;Administrative region;Luján, Buenos Aires Province, Argentina;-34.56333,-59.12088;;;"Buenos Aires, La Adela
Coordinates: -34.6146984908225, -59.0781021560148"
1071;Coordinates;Codazzi, Agustín Codazzi, Cesar, Colombia;10.0979,-73.2359;Las Flores N° 3;;"In Agustin Codazzi, Cesar, the company Oleoflores owns the plot known as Hacienda Las Flores. The uploaded shapefile shows one property where the refineries, mills and extraction plants are located. Around them are several oil palm fields. It is possible that the properties around this plot also belongs to Oleoflores SA, but it is uncertain. The source of the shapefile is the official cadastre of Colombia, developed by the Instituto Geográfico Agustín Codazzi. The coordinates of the biodiesel refinery are from an official document from Corpocesar (Environmental institution).

The exact coordinates of the biodiesel refinery are: -73.2360, 10.0979. Obtained from the official document of Corpocesar for the allowance of air pollution.

Spatial data derived from the Mapathon 2020."
1073;Exact location;Santa Marta, Magdalena, Colombia;10.0845,-74.0189;Palm oil extraction mill - Palmeras de la costa;;"The polygons displayed in this deal relate uniquely to the area under control of Palmeras de La Costa, one of the investors participant in Biocombustibles del Caribe. The DAABON group, the other participant in the joint venture, is not displayed in the Land Matrix portal, given that their land purchases were done in the 1970s. Although Palmeras de La Costa has been present in the palm oils business in the state of Cesar since 1970s, several documents report that after the paramilitary violence suffered in El Copey, Cesar, the company attempted to acquired several properties close to their mill. The polygons on the west are already established plantations, which suggest that the company might have been several years there. On the other hand, and according to judiciary documents from the national authorities, the separate plots are involved in a restitution process. According to the national authorities, the company obtained those plots after paramilitary groups had threatened smallholders to abandon and sell their land.

Sources: http://tribunaltierrascartagena.com/sites/default/files/SENTENCIA%202018-00017%20-%20JUANA%20AVENDA%C3%91O%20-%20DRA%20LAURA%20CANTILLO.PDF

- https://www.restituciondetierras.gov.co/documents/10184/514988/200013121003-201500113-00++El+Copey++19+Julio+2016.PDF/535fb02c-e78f-472d-85c2-ffe2f19949ea?version=1.0

Spatial data derived from the Mapathon 2020."
1076;Coordinates;;4.6997,-71.6846;Yaguarito;;"The polygons uploaded refer to the land plots acquired by Aceites Manuelita in the municipality of Orocué, Casanare. They were bought between 2007 and 2008. The complex involves several continuous landhondings that have continuous plantations.

Source:

The polygons were obtained by comparing official cadastral information and the names of the properties stated in a study done by congressman Wilson Arias (See Source 22 - Table 7). See also (https://verdadabierta.com/piden-lupa-a-tierras-que-explota-aceites-manuelita-en-orocue/)"
